regulador	V2	regulado	especie	V5	FT
Solyc06g060490	regulates	Solyc10g018830	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g019130	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g036640	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g044520	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g047230	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g050710	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g054860	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g055190	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g074470	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g074750	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g076890	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g078940	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g079990	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g080010	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g080320	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g080360	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc10g080370	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g080890	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g080900	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g081050	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g083830	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g084070	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g084440	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g085250	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g085260	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc10g086370	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g005840	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g007110	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g007920	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g008390	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g010210	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g012860	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g020100	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g020920	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g021150	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g022530	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g022560	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g030460	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g030470	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g039940	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g040050	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g040380	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g044300	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g045370	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g051160	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g062390	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g064760	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g065910	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g065930	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g066430	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g069070	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g071750	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc11g072120	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g072130	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc11g072330	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g005540	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g009370	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g010920	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g013860	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g013930	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g013960	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g014570	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g015990	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g016000	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g020010	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g027680	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g027840	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g036340	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g038190	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g039140	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g042000	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g043050	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g044290	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g044490	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g056190	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g056560	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g077630	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g089300	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g096860	Solanum lycopersicum	motif	bZIP
Solyc06g060490	regulates	Solyc12g099810	Solanum lycopersicum	motif, motif_CE	bZIP
Solyc06g060490	regulates	Solyc12g100360	Solanum lycopersicum	motif	bZIP
