regulador	V2	regulado	especie	V5	FT
Sopen02g037700	regulates	Sopen02g004140	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g005970	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g006110	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g006330	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g006340	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g007400	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g007680	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g008050	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g008140	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g008310	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g008440	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g008690	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g009010	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g009770	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g009860	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g010140	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g010930	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g012160	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g012390	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g012700	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g012980	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013290	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013350	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013360	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013610	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013740	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013760	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g013980	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g014140	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g014560	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g014750	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g014810	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g016980	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g017730	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g017860	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g018150	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g018650	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g020190	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g021060	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g022740	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g023140	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g023150	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g023330	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g023840	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g024060	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g024180	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g024880	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025170	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025390	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025740	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025780	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025850	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g025900	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g026570	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g026720	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g026870	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g026960	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g026990	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g027530	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g028240	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g028560	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g029110	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g029650	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g029910	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g030250	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g030330	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g030650	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g030660	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g030670	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g032490	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g033840	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g033900	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g034400	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g034690	Solanum pennellii	motif	none
Sopen02g037700	regulates	Sopen02g035130	Solanum pennellii	motif	none
