regulador	estado_1	regulon	estado_2	FT
Solyc08g076930	1	Solyc02g082440	0	bHLH
Solyc08g076930	1	Solyc02g082770	0	bHLH
Solyc08g076930	1	Solyc02g083850	0	bHLH
Solyc08g076930	1	Solyc02g084300	0	bHLH
Solyc08g076930	1	Solyc02g085010	0	bHLH
Solyc08g076930	1	Solyc02g085020	0	bHLH
Solyc08g076930	1	Solyc02g085530	0	bHLH
Solyc08g076930	1	Solyc02g085590	0	bHLH
Solyc08g076930	1	Solyc02g085690	0	bHLH
Solyc08g076930	1	Solyc02g088660	0	bHLH
Solyc08g076930	1	Solyc02g088940	0	bHLH
Solyc08g076930	1	Solyc02g089320	0	bHLH
Solyc08g076930	1	Solyc02g090530	0	bHLH
Solyc08g076930	1	Solyc02g091820	0	bHLH
Solyc08g076930	1	Solyc02g092200	0	bHLH
Solyc08g076930	1	Solyc02g094500	0	bHLH
Solyc08g076930	1	Solyc03g007140	0	bHLH
Solyc08g076930	1	Solyc03g007790	0	bHLH
Solyc08g076930	1	Solyc03g025200	0	bHLH
Solyc08g076930	1	Solyc03g025430	0	bHLH
Solyc08g076930	1	Solyc03g026400	0	bHLH
Solyc08g076930	1	Solyc03g043620	0	bHLH
Solyc08g076930	1	Solyc03g044410	0	bHLH
Solyc08g076930	1	Solyc03g046360	0	bHLH
Solyc08g076930	1	Solyc03g058340	0	bHLH
Solyc08g076930	1	Solyc03g058660	0	bHLH
Solyc08g076930	1	Solyc03g071770	0	bHLH
Solyc08g076930	1	Solyc03g082730	0	bHLH
Solyc08g076930	1	Solyc03g095830	0	bHLH
Solyc08g076930	1	Solyc03g097380	0	bHLH
Solyc08g076930	1	Solyc03g111250	0	bHLH
Solyc08g076930	1	Solyc03g112670	0	bHLH
Solyc08g076930	1	Solyc03g114670	0	bHLH
Solyc08g076930	1	Solyc03g114770	0	bHLH
Solyc08g076930	1	Solyc03g115450	0	bHLH
Solyc08g076930	1	Solyc03g116390	0	bHLH
Solyc08g076930	1	Solyc03g116400	0	bHLH
Solyc08g076930	1	Solyc03g117120	0	bHLH
Solyc08g076930	1	Solyc03g117570	0	bHLH
Solyc08g076930	1	Solyc03g117580	0	bHLH
Solyc08g076930	1	Solyc03g118270	0	bHLH
Solyc08g076930	1	Solyc03g119090	0	bHLH
Solyc08g076930	1	Solyc03g120040	0	bHLH
Solyc08g076930	1	Solyc03g120390	0	bHLH
Solyc08g076930	1	Solyc03g120560	0	bHLH
Solyc08g076930	1	Solyc03g120810	0	bHLH
Solyc08g076930	1	Solyc04g007130	0	bHLH
Solyc08g076930	1	Solyc04g010150	0	bHLH
Solyc08g076930	1	Solyc04g012090	0	bHLH
Solyc08g076930	1	Solyc04g039950	0	bHLH
Solyc08g076930	1	Solyc04g040010	0	bHLH
Solyc08g076930	1	Solyc04g047820	0	bHLH
Solyc08g076930	1	Solyc04g049370	0	bHLH
Solyc08g076930	1	Solyc04g051040	0	bHLH
Solyc08g076930	1	Solyc04g051130	0	bHLH
Solyc08g076930	1	Solyc04g054570	0	bHLH
Solyc08g076930	1	Solyc04g054630	0	bHLH
Solyc08g076930	1	Solyc04g055160	0	bHLH
Solyc08g076930	1	Solyc04g070980	0	bHLH
Solyc08g076930	1	Solyc04g073940	0	bHLH
Solyc08g076930	1	Solyc04g073970	0	bHLH
Solyc08g076930	1	Solyc04g077240	0	bHLH
Solyc08g076930	1	Solyc04g077650	0	bHLH
Solyc08g076930	1	Solyc04g077850	0	bHLH
Solyc08g076930	1	Solyc04g077920	0	bHLH
Solyc08g076930	1	Solyc04g080020	0	bHLH
Solyc08g076930	1	Solyc04g080080	0	bHLH
Solyc08g076930	1	Solyc04g082590	0	bHLH
Solyc08g076930	1	Solyc05g005150	0	bHLH
Solyc08g076930	1	Solyc05g006520	0	bHLH
Solyc08g076930	1	Solyc05g007960	0	bHLH
Solyc08g076930	1	Solyc05g008700	0	bHLH
Solyc08g076930	1	Solyc05g009150	0	bHLH
Solyc08g076930	1	Solyc05g009940	0	bHLH
Solyc08g076930	1	Solyc05g010480	0	bHLH
Solyc08g076930	1	Solyc05g012640	0	bHLH
Solyc08g076930	1	Solyc05g014380	0	bHLH
Solyc08g076930	1	Solyc05g015390	1	bHLH
Solyc08g076930	1	Solyc05g016210	0	bHLH
Solyc08g076930	1	Solyc05g041300	0	bHLH
Solyc08g076930	1	Solyc05g041610	0	bHLH
Solyc08g076930	1	Solyc05g041640	0	bHLH
Solyc08g076930	1	Solyc05g041690	0	bHLH
Solyc08g076930	1	Solyc05g041940	0	bHLH
Solyc08g076930	1	Solyc05g044510	0	bHLH
Solyc08g076930	1	Solyc05g050140	0	bHLH
Solyc08g076930	1	Solyc05g050550	0	bHLH
Solyc08g076930	1	Solyc05g050900	0	bHLH
Solyc08g076930	1	Solyc05g052960	0	bHLH
Solyc08g076930	1	Solyc06g005390	0	bHLH
Solyc08g076930	1	Solyc06g010010	0	bHLH
Solyc08g076930	1	Solyc06g019110	0	bHLH
Solyc08g076930	1	Solyc06g024340	0	bHLH
Solyc08g076930	1	Solyc06g034040	0	bHLH
Solyc08g076930	1	Solyc06g052000	0	bHLH
Solyc08g076930	1	Solyc06g053790	0	bHLH
Solyc08g076930	1	Solyc06g053900	0	bHLH
Solyc08g076930	1	Solyc06g061140	0	bHLH
Solyc08g076930	1	Solyc06g061150	0	bHLH
Solyc08g076930	1	Solyc06g064570	0	bHLH
Solyc08g076930	1	Solyc06g064650	0	bHLH
Solyc08g076930	1	Solyc06g067910	0	bHLH
Solyc08g076930	1	Solyc06g069190	0	bHLH
Solyc08g076930	1	Solyc06g071650	0	bHLH
Solyc08g076930	1	Solyc06g072400	0	bHLH
Solyc08g076930	1	Solyc06g072700	0	bHLH
Solyc08g076930	1	Solyc06g075410	0	bHLH
Solyc08g076930	1	Solyc06g075420	0	bHLH
Solyc08g076930	1	Solyc06g075820	0	bHLH
Solyc08g076930	1	Solyc06g076920	0	bHLH
Solyc08g076930	1	Solyc06g083040	0	bHLH
Solyc08g076930	1	Solyc07g005250	0	bHLH
Solyc08g076930	1	Solyc07g005620	0	bHLH
Solyc08g076930	1	Solyc07g006650	0	bHLH
Solyc08g076930	1	Solyc07g016200	0	bHLH
Solyc08g076930	1	Solyc07g017230	0	bHLH
Solyc08g076930	1	Solyc07g018010	0	bHLH
Solyc08g076930	1	Solyc07g018110	0	bHLH
Solyc08g076930	1	Solyc07g020950	0	bHLH
Solyc08g076930	1	Solyc07g024090	0	bHLH
Solyc08g076930	1	Solyc07g025400	0	bHLH
Solyc08g076930	1	Solyc07g040940	0	bHLH
Solyc08g076930	1	Solyc07g042400	0	bHLH
Solyc08g076930	1	Solyc07g045010	0	bHLH
Solyc08g076930	1	Solyc07g047960	0	bHLH
Solyc08g076930	1	Solyc07g055310	0	bHLH
Solyc08g076930	1	Solyc07g055840	0	bHLH
Solyc08g076930	1	Solyc07g062880	0	bHLH
Solyc08g076930	1	Solyc07g064260	0	bHLH
Solyc08g076930	1	Solyc08g005300	0	bHLH
Solyc08g076930	1	Solyc08g005370	0	bHLH
Solyc08g076930	1	Solyc08g005610	0	bHLH
Solyc08g076930	1	Solyc08g006760	0	bHLH
Solyc08g076930	1	Solyc08g007820	0	bHLH
Solyc08g076930	1	Solyc08g013740	0	bHLH
Solyc08g076930	1	Solyc08g016750	0	bHLH
Solyc08g076930	1	Solyc08g023330	0	bHLH
Solyc08g076930	1	Solyc08g023480	0	bHLH
Solyc08g076930	1	Solyc08g029290	0	bHLH
Solyc08g076930	1	Solyc08g045810	0	bHLH
Solyc08g076930	1	Solyc08g048470	0	bHLH
Solyc08g076930	1	Solyc08g065580	0	bHLH
Solyc08g076930	1	Solyc08g066160	0	bHLH
Solyc08g076930	1	Solyc08g075040	0	bHLH
Solyc08g076930	1	Solyc08g076470	0	bHLH
Solyc08g076930	1	Solyc08g078180	0	bHLH
Solyc08g076930	1	Solyc08g081120	0	bHLH
Solyc08g076930	1	Solyc09g007830	0	bHLH
Solyc08g076930	1	Solyc09g008370	0	bHLH
Solyc08g076930	1	Solyc09g010870	0	bHLH
Solyc08g076930	1	Solyc09g014500	0	bHLH
Solyc08g076930	1	Solyc09g042300	0	bHLH
Solyc08g076930	1	Solyc09g056290	0	bHLH
Solyc08g076930	1	Solyc09g060070	0	bHLH
Solyc08g076930	1	Solyc09g061320	0	bHLH
Solyc08g076930	1	Solyc09g064270	0	bHLH
Solyc08g076930	1	Solyc09g064790	0	bHLH
Solyc08g076930	1	Solyc09g082630	0	bHLH
Solyc08g076930	1	Solyc09g090230	0	bHLH
Solyc08g076930	1	Solyc09g090500	0	bHLH
Solyc08g076930	1	Solyc09g097960	0	bHLH
Solyc08g076930	1	Solyc09g098590	0	bHLH
Solyc08g076930	1	Solyc10g005140	0	bHLH
Solyc08g076930	1	Solyc10g005170	0	bHLH
Solyc08g076930	1	Solyc10g007490	0	bHLH
Solyc08g076930	1	Solyc10g009120	0	bHLH
Solyc08g076930	1	Solyc10g018330	0	bHLH
Solyc08g076930	1	Solyc10g024300	0	bHLH
Solyc08g076930	1	Solyc10g044960	0	bHLH
Solyc08g076930	1	Solyc10g049640	0	bHLH
Solyc08g076930	1	Solyc10g050510	0	bHLH
Solyc08g076930	1	Solyc10g050880	0	bHLH
Solyc08g076930	1	Solyc10g055210	0	bHLH
Solyc08g076930	1	Solyc10g075080	0	bHLH
Solyc08g076930	1	Solyc10g076340	0	bHLH
Solyc08g076930	1	Solyc10g079290	0	bHLH
Solyc08g076930	1	Solyc10g079840	0	bHLH
Solyc08g076930	1	Solyc10g080200	0	bHLH
Solyc08g076930	1	Solyc10g083260	0	bHLH
Solyc08g076930	1	Solyc10g086260	0	bHLH
Solyc08g076930	1	Solyc11g005440	0	bHLH
Solyc08g076930	1	Solyc11g006050	0	bHLH
Solyc08g076930	1	Solyc11g006100	0	bHLH
Solyc08g076930	1	Solyc11g006500	0	bHLH
Solyc08g076930	1	Solyc11g007130	0	bHLH
Solyc08g076930	1	Solyc11g008290	0	bHLH
Solyc08g076930	1	Solyc11g010170	0	bHLH
Solyc08g076930	1	Solyc11g011360	0	bHLH
Solyc08g076930	1	Solyc11g011590	0	bHLH
Solyc08g076930	1	Solyc11g012180	0	bHLH
Solyc08g076930	1	Solyc11g013010	0	bHLH
Solyc08g076930	1	Solyc11g017090	0	bHLH
Solyc08g076930	1	Solyc11g017160	0	bHLH
Solyc08g076930	1	Solyc11g027730	0	bHLH
Solyc08g076930	1	Solyc11g040050	0	bHLH
Solyc08g076930	1	Solyc11g044630	0	bHLH
Solyc08g076930	1	Solyc11g044650	0	bHLH
Solyc08g076930	1	Solyc11g056250	0	bHLH
Solyc08g076930	1	Solyc11g063520	0	bHLH
Solyc08g076930	1	Solyc11g063610	0	bHLH
Solyc08g076930	1	Solyc11g065620	0	bHLH
Solyc08g076930	1	Solyc11g069500	0	bHLH
Solyc08g076930	1	Solyc11g073070	0	bHLH
Solyc08g076930	1	Solyc12g005170	0	bHLH
Solyc08g076930	1	Solyc12g006160	0	bHLH
Solyc08g076930	1	Solyc12g007040	0	bHLH
Solyc08g076930	1	Solyc12g007200	0	bHLH
Solyc08g076930	1	Solyc12g008680	0	bHLH
Solyc08g076930	1	Solyc12g008930	0	bHLH
Solyc08g076930	1	Solyc12g017290	0	bHLH
Solyc08g076930	1	Solyc12g017700	0	bHLH
Solyc08g076930	1	Solyc12g019780	0	bHLH
Solyc08g076930	1	Solyc12g019880	0	bHLH
Solyc08g076930	1	Solyc12g027480	0	bHLH
Solyc08g076930	1	Solyc12g037980	0	bHLH
Solyc08g076930	1	Solyc12g042930	0	bHLH
Solyc08g076930	1	Solyc12g049640	0	bHLH
Solyc08g076930	1	Solyc12g049650	0	bHLH
Solyc08g076930	1	Solyc12g055690	0	bHLH
Solyc08g076930	1	Solyc12g056130	0	bHLH
Solyc08g076930	1	Solyc12g056140	0	bHLH
Solyc08g076930	1	Solyc12g062250	0	bHLH
Solyc08g076930	1	Solyc12g062880	0	bHLH
Solyc08g076930	1	Solyc12g077660	0	bHLH
Solyc08g076930	1	Solyc12g088060	0	bHLH
Solyc08g076930	1	Solyc12g088350	0	bHLH
Solyc08g076930	1	Solyc12g095750	0	bHLH
Solyc08g076930	1	Solyc12g096390	0	bHLH
Solyc08g077110	0	Solyc01g108280	1	NAC
Solyc08g077110	0	Solyc05g010010	1	NAC
Solyc08g077110	0	Solyc10g044780	1	NAC
Solyc08g077110	0	Solyc12g005150	1	NAC
Solyc08g078190	0	Solyc01g005250	1	ERF
Solyc08g078190	0	Solyc03g082620	1	ERF
Solyc08g078190	0	Solyc06g084130	1	ERF
Solyc08g078190	0	Solyc08g065350	1	ERF
Solyc08g078190	0	Solyc11g007940	1	ERF
Solyc08g078190	0	Solyc11g068550	1	ERF
Solyc08g078190	0	Solyc12g088900	1	ERF
Solyc08g078340	0	Solyc01g108910	1	MYB_related
Solyc08g078340	0	Solyc11g011910	1	MYB_related
Solyc08g080150	0	Solyc01g098390	1	TCP
Solyc08g080150	0	Solyc07g006280	1	TCP
Solyc08g080150	0	Solyc08g076930	2	TCP
Solyc08g080150	0	Solyc08g077530	1	TCP
Solyc08g080150	0	Solyc10g049850	1	TCP
Solyc08g080540	0	Solyc01g101240	1	HSF
Solyc08g080540	0	Solyc05g015390	1	HSF
Solyc08g080540	0	Solyc05g043430	1	HSF
Solyc08g080540	0	Solyc06g084390	1	HSF
Solyc08g081960	0	Solyc01g005250	1	ERF
Solyc08g081960	0	Solyc01g108910	1	ERF
Solyc08g081960	0	Solyc10g049850	1	ERF
Solyc08g081960	0	Solyc11g068550	1	ERF
Solyc08g081960	0	Solyc12g088900	1	ERF
Solyc08g082750	0	Solyc01g104220	1	Nin-like
Solyc09g007810	0	Solyc01g066430	1	ARF
Solyc09g007810	0	Solyc01g098390	1	ARF
Solyc09g007810	0	Solyc02g080630	1	ARF
Solyc09g008390	0	Solyc01g005250	1	MYB
Solyc09g008810	0	Solyc03g111010	1	HD-ZIP
Solyc09g008810	0	Solyc04g014730	1	HD-ZIP
Solyc09g008810	0	Solyc10g007600	1	HD-ZIP
Solyc09g008850	0	Solyc12g088900	1	Trihelix
Solyc09g009490	0	Solyc01g098390	1	bZIP
Solyc09g009490	0	Solyc01g105710	1	bZIP
Solyc09g009490	0	Solyc02g080630	1	bZIP
Solyc09g009490	0	Solyc04g018110	1	bZIP
Solyc09g009490	0	Solyc05g015390	1	bZIP
Solyc09g009490	0	Solyc06g074220	1	bZIP
Solyc09g009490	0	Solyc06g084130	1	bZIP
Solyc09g009490	0	Solyc10g007600	1	bZIP
Solyc09g009490	0	Solyc11g011910	1	bZIP
Solyc09g010820	0	Solyc01g108910	1	MYB
Solyc09g010820	0	Solyc02g083350	1	MYB
Solyc09g011780	0	Solyc01g107800	1	MYB
Solyc09g014250	0	Solyc01g098390	1	MYB
Solyc09g014990	0	Solyc04g055200	1	WRKY
Solyc09g057710	0	Solyc01g097510	1	bHLH
Solyc09g057710	0	Solyc01g098390	1	bHLH
Solyc09g057710	0	Solyc10g083360	1	bHLH
Solyc09g063010	0	Solyc01g098390	1	bHLH
Solyc09g063010	0	Solyc05g015390	1	bHLH
Solyc09g063010	0	Solyc06g084130	1	bHLH
Solyc09g063010	0	Solyc10g083360	1	bHLH
Solyc09g065660	0	Solyc05g015390	1	HSF
Solyc09g065660	0	Solyc05g043430	1	HSF
Solyc09g065660	0	Solyc06g084390	1	HSF
Solyc09g066260	0	Solyc06g084130	1	LBD
Solyc09g066260	0	Solyc12g088900	1	LBD
Solyc09g089870	0	Solyc01g098390	1	bHLH
Solyc09g089870	0	Solyc05g015390	1	bHLH
Solyc09g089870	0	Solyc10g083360	1	bHLH
Solyc09g090130	0	Solyc02g080630	1	MYB
Solyc09g090130	0	Solyc03g111010	1	MYB
Solyc09g090130	0	Solyc05g053040	1	MYB
Solyc09g090130	0	Solyc06g031690	1	MYB
Solyc09g090130	0	Solyc08g075450	1	MYB
Solyc09g090130	0	Solyc09g089580	1	MYB
Solyc09g090130	0	Solyc11g011380	1	MYB
Solyc10g005010	0	Solyc01g108280	1	NAC
Solyc10g005010	0	Solyc10g044780	1	NAC
Solyc10g005550	0	Solyc01g079830	1	MYB
Solyc10g005550	0	Solyc02g080630	1	MYB
Solyc10g005550	0	Solyc03g082620	1	MYB
Solyc10g005550	0	Solyc03g111010	1	MYB
Solyc10g005550	0	Solyc05g053040	1	MYB
Solyc10g005550	0	Solyc06g031690	1	MYB
Solyc10g005550	0	Solyc08g075450	1	MYB
Solyc10g005550	0	Solyc08g078250	1	MYB
Solyc10g005550	0	Solyc11g011380	1	MYB
Solyc10g005760	0	Solyc01g079830	1	MYB
Solyc10g005760	0	Solyc12g005150	1	MYB
Solyc10g006130	0	Solyc01g005250	1	ERF
Solyc10g006130	0	Solyc11g068550	1	ERF
Solyc10g006130	0	Solyc12g088900	1	ERF
Solyc10g009110	0	Solyc01g005250	1	ERF
Solyc10g009110	0	Solyc01g108910	1	ERF
Solyc10g009110	0	Solyc11g068550	1	ERF
Solyc10g009110	0	Solyc12g088900	1	ERF
Solyc10g018780	0	Solyc12g056220	1	SBP
Solyc10g044680	0	Solyc01g098390	1	MYB
Solyc10g044680	0	Solyc02g080630	1	MYB
Solyc10g044680	0	Solyc03g082620	1	MYB
Solyc10g044680	0	Solyc06g031690	1	MYB
Solyc10g044680	0	Solyc08g075450	1	MYB
Solyc10g044680	0	Solyc08g078250	1	MYB
Solyc10g044680	0	Solyc09g092520	1	MYB
Solyc10g044680	0	Solyc10g081650	1	MYB
Solyc10g047640	0	Solyc03g111010	1	GATA
Solyc10g047640	0	Solyc04g010090	1	GATA
Solyc10g047640	0	Solyc08g065350	1	GATA
Solyc10g047640	0	Solyc11g007940	1	GATA
Solyc10g055410	0	Solyc01g005250	1	MYB
Solyc10g055410	0	Solyc01g079830	1	MYB
Solyc10g055410	0	Solyc02g080630	1	MYB
Solyc10g055410	0	Solyc05g010010	1	MYB
Solyc10g055410	0	Solyc05g053040	1	MYB
Solyc10g055410	0	Solyc08g078250	1	MYB
Solyc10g055410	0	Solyc11g011380	1	MYB
Solyc10g055410	0	Solyc11g068550	1	MYB
Solyc10g076460	0	Solyc06g031690	1	G2-like
Solyc10g076460	0	Solyc12g063000	1	G2-like
Solyc10g077110	0	Solyc01g097510	1	C2H2
Solyc10g077110	0	Solyc01g103570	1	C2H2
Solyc10g077110	0	Solyc01g107290	1	C2H2
Solyc10g077110	0	Solyc02g080630	1	C2H2
Solyc10g077110	0	Solyc03g082620	1	C2H2
Solyc10g077110	0	Solyc03g117250	1	C2H2
Solyc10g077110	0	Solyc04g010090	1	C2H2
Solyc10g077110	0	Solyc04g018110	1	C2H2
Solyc10g077110	0	Solyc06g009750	1	C2H2
Solyc10g077110	0	Solyc06g031690	1	C2H2
Solyc10g077110	0	Solyc08g075450	1	C2H2
Solyc10g077110	0	Solyc09g047930	1	C2H2
Solyc10g077110	0	Solyc09g092520	1	C2H2
Solyc10g077110	0	Solyc10g045620	1	C2H2
Solyc10g077110	0	Solyc10g081650	1	C2H2
Solyc10g077110	0	Solyc11g007940	1	C2H2
Solyc10g077110	0	Solyc11g011910	1	C2H2
Solyc10g077110	0	Solyc11g068550	1	C2H2
Solyc10g078700	0	Solyc06g084390	1	SBP
Solyc10g079050	0	Solyc01g066430	1	bHLH
Solyc10g079050	0	Solyc01g111980	1	bHLH
Solyc10g079050	0	Solyc09g089580	1	bHLH
Solyc10g079050	0	Solyc10g008870	1	bHLH
Solyc10g080310	0	Solyc01g005250	1	ERF
Solyc10g080310	0	Solyc03g117250	1	ERF
Solyc10g080310	0	Solyc08g076930	2	ERF
Solyc10g080310	0	Solyc11g068550	1	ERF
Solyc10g080310	0	Solyc12g088900	1	ERF
Solyc10g081350	0	Solyc01g098390	1	bZIP
Solyc10g081350	0	Solyc01g101240	1	bZIP
Solyc10g081350	0	Solyc01g105710	1	bZIP
Solyc10g081350	0	Solyc02g080630	1	bZIP
Solyc10g081350	0	Solyc04g018110	1	bZIP
Solyc10g081350	0	Solyc05g015390	1	bZIP
Solyc10g081350	0	Solyc06g074220	1	bZIP
Solyc10g081350	0	Solyc06g074940	1	bZIP
Solyc10g081350	0	Solyc06g084130	1	bZIP
Solyc10g081350	0	Solyc10g007600	1	bZIP
Solyc10g081350	0	Solyc11g011910	1	bZIP
Solyc10g081490	0	Solyc03g082620	1	MYB
Solyc10g081490	0	Solyc06g009750	1	MYB
Solyc10g081490	0	Solyc06g031690	1	MYB
Solyc10g081490	0	Solyc08g075450	1	MYB
Solyc10g081490	0	Solyc09g092520	1	MYB
Solyc10g081490	0	Solyc11g068550	1	MYB
Solyc10g084180	0	Solyc01g098390	1	C2H2
Solyc10g084180	0	Solyc07g052480	1	C2H2
Solyc10g084180	0	Solyc08g078250	1	C2H2
Solyc10g084370	0	Solyc01g107800	1	MYB_related
Solyc10g084370	0	Solyc01g108910	1	MYB_related
Solyc10g084370	0	Solyc12g056220	1	MYB_related
Solyc10g086270	0	Solyc01g057330	1	MYB
Solyc10g086270	0	Solyc06g084130	1	MYB
Solyc11g006720	0	Solyc01g005250	1	MYB
Solyc11g006720	0	Solyc01g108280	1	MYB
Solyc11g006720	0	Solyc01g108910	1	MYB
Solyc11g008000	0	Solyc08g080410	1	NAC
Solyc11g008000	0	Solyc10g045620	1	NAC
Solyc11g008560	0	Solyc01g066430	1	AP2
Solyc11g008560	0	Solyc01g079830	1	AP2
Solyc11g008560	0	Solyc01g097510	1	AP2
Solyc11g008560	0	Solyc01g098390	1	AP2
Solyc11g008560	0	Solyc01g103570	1	AP2
Solyc11g008560	0	Solyc01g104510	1	AP2
Solyc11g008560	0	Solyc02g088390	1	AP2
Solyc11g008560	0	Solyc04g009230	1	AP2
Solyc11g008560	0	Solyc04g010090	1	AP2
Solyc11g008560	0	Solyc04g076380	1	AP2
Solyc11g008560	0	Solyc05g010010	1	AP2
Solyc11g008560	0	Solyc05g053040	1	AP2
Solyc11g008560	0	Solyc06g074220	1	AP2
Solyc11g008560	0	Solyc06g084440	1	AP2
Solyc11g008560	0	Solyc07g006280	1	AP2
Solyc11g008560	0	Solyc07g052480	1	AP2
Solyc11g008560	0	Solyc08g077530	1	AP2
Solyc11g008560	0	Solyc08g078250	1	AP2
Solyc11g008560	0	Solyc10g008870	1	AP2
Solyc11g008560	0	Solyc10g044780	1	AP2
Solyc11g008560	0	Solyc10g049850	1	AP2
Solyc11g008560	0	Solyc11g007940	1	AP2
Solyc11g008560	0	Solyc11g011910	1	AP2
Solyc11g008560	0	Solyc11g068550	1	AP2
Solyc11g008830	0	Solyc01g108910	1	LBD
Solyc11g008830	0	Solyc06g084130	1	LBD
Solyc11g008830	0	Solyc10g049850	1	LBD
Solyc11g008830	0	Solyc11g007940	1	LBD
Solyc11g008830	0	Solyc11g068550	1	LBD
Solyc11g008830	0	Solyc12g088900	1	LBD
Solyc11g010570	0	Solyc06g074940	1	MIKC_MADS
Solyc11g010570	0	Solyc10g074790	1	MIKC_MADS
Solyc11g011050	0	Solyc01g005250	1	MYB
Solyc11g011050	0	Solyc01g079830	1	MYB
Solyc11g011050	0	Solyc05g053040	1	MYB
Solyc11g011050	0	Solyc08g078250	1	MYB
Solyc11g011050	0	Solyc12g005150	1	MYB
Solyc11g011260	0	Solyc01g066430	1	GRAS
Solyc11g011260	0	Solyc01g098390	1	GRAS
Solyc11g011260	0	Solyc01g104510	1	GRAS
Solyc11g011260	0	Solyc02g062040	1	GRAS
Solyc11g011260	0	Solyc04g010090	1	GRAS
Solyc11g011260	0	Solyc04g076380	1	GRAS
Solyc11g011260	0	Solyc05g015390	1	GRAS
Solyc11g011260	0	Solyc05g053040	1	GRAS
Solyc11g011260	0	Solyc06g067970	1	GRAS
Solyc11g011260	0	Solyc06g074220	1	GRAS
Solyc11g011260	0	Solyc07g052480	1	GRAS
Solyc11g011260	0	Solyc08g076930	2	GRAS
Solyc11g011260	0	Solyc10g045620	1	GRAS
Solyc11g011260	0	Solyc10g049850	1	GRAS
Solyc11g011260	0	Solyc11g007940	1	GRAS
Solyc11g011260	0	Solyc11g011910	1	GRAS
Solyc11g011260	0	Solyc11g068550	1	GRAS
Solyc11g011260	0	Solyc11g073200	1	GRAS
Solyc11g012980	0	Solyc03g111010	1	ERF
Solyc11g012980	0	Solyc09g092520	1	ERF
Solyc11g012980	0	Solyc11g068550	1	ERF
Solyc11g012980	0	Solyc12g088900	1	ERF
Solyc11g017140	0	Solyc10g044780	1	C2H2
Solyc11g020670	0	Solyc01g098390	1	TCP
Solyc11g020670	0	Solyc05g018130	1	TCP
Solyc11g020670	0	Solyc07g006280	1	TCP
Solyc11g020670	0	Solyc10g007600	1	TCP
Solyc11g022470	0	Solyc04g076380	1	G2-like
Solyc11g042580	0	Solyc03g111010	1	ERF
Solyc11g042580	0	Solyc08g065350	1	ERF
Solyc11g042580	0	Solyc11g007940	1	ERF
Solyc11g042580	0	Solyc11g068550	1	ERF
Solyc11g042580	0	Solyc11g073200	1	ERF
Solyc11g042580	0	Solyc12g088900	1	ERF
Solyc11g045680	0	Solyc01g005250	1	ERF
Solyc11g045680	0	Solyc01g108910	1	ERF
Solyc11g045680	0	Solyc06g067970	1	ERF
Solyc11g045680	0	Solyc06g084130	1	ERF
Solyc11g045680	0	Solyc08g065350	1	ERF
Solyc11g045680	0	Solyc08g076930	2	ERF
Solyc11g045680	0	Solyc10g049850	1	ERF
Solyc11g045680	0	Solyc11g007940	1	ERF
Solyc11g045680	0	Solyc11g068550	1	ERF
Solyc11g045680	0	Solyc12g088900	1	ERF
Solyc11g065840	0	Solyc02g080630	1	MYB
Solyc11g065840	0	Solyc03g082620	1	MYB
Solyc11g065840	0	Solyc03g111010	1	MYB
Solyc11g065840	0	Solyc05g015390	1	MYB
Solyc11g065840	0	Solyc06g031690	1	MYB
Solyc11g065840	0	Solyc08g075450	1	MYB
Solyc11g065840	0	Solyc10g081650	1	MYB
Solyc11g066420	0	Solyc01g108910	1	C2H2
Solyc11g071300	0	Solyc01g108910	1	MYB
Solyc12g007070	0	Solyc05g043430	1	HSF
Solyc12g007070	0	Solyc06g084390	1	HSF
Solyc12g007180	0	Solyc01g108280	1	CPP
Solyc12g009240	0	Solyc02g069090	1	ERF
Solyc12g009240	0	Solyc03g122340	1	ERF
Solyc12g009240	0	Solyc04g014730	1	ERF
Solyc12g009240	0	Solyc06g008330	1	ERF
Solyc12g009240	0	Solyc11g068550	1	ERF
Solyc12g009240	0	Solyc12g088900	1	ERF
Solyc12g010810	0	Solyc06g084130	1	LBD
Solyc12g010810	0	Solyc11g068550	1	LBD
Solyc12g010810	0	Solyc12g088900	1	LBD
Solyc12g010890	0	Solyc06g084130	1	Trihelix
Solyc12g010890	0	Solyc10g049850	1	Trihelix
Solyc12g010890	0	Solyc12g014400	1	Trihelix
Solyc12g017400	0	Solyc01g108270	1	NAC
Solyc12g017400	0	Solyc01g108280	1	NAC
Solyc12g017400	0	Solyc10g044780	1	NAC
Solyc12g017400	0	Solyc10g045620	1	NAC
Solyc12g036480	0	Solyc10g044780	1	NAC
Solyc12g056510	0	Solyc08g078250	1	Trihelix
Solyc12g077540	0	Solyc01g057330	1	Trihelix
Solyc12g089040	0	Solyc01g098390	1	BES1
Solyc12g089040	0	Solyc04g018110	1	BES1
Solyc12g099340	0	Solyc01g098390	1	CAMTA
Solyc12g099370	0	Solyc03g111010	1	GATA
